"","addresses","addressesOrder","addressesRequired","aggScaleID","aggSetID","catSetID","changes","classID","compSet","contacts","contactsOrder","contactsRequired","datasets","datasetsOrder","datasetsRequired","dataType","domainID","firstReleased","groupID","instruments","instrumentsOrder","instrumentsRequired","languages","languagesOrder","partLabel","lastUpdated","latExp","maxLength","maxValue","measures","measureSets","measureSetsOrder","measureSetsRequired","measuresOrder","measuresRequired","minLength","minValue","nomenclatureID","organizations","organizationsOrder","organizationsRequired","ontologyRef","partDesc","partID","partInstr","parts","partType","polygons","polygonsOrder","polygonsRequired","protocolRelationships","protocols","protocolsOrder","protocolsRequired","protocolSteps","protocolStepsOrder","protocolStepsRequired","qualityReports","qualityReportsOrder","qualitySetID","refLink","sampleRelationships","sampleRelationshipsOrder","sampleRelationshipsRequired","samples","samplesOrder","samplesRequired","sets","setsOrder","shortName","sites","sitesOrder","sitesRequired","specimenSet","status","translations","translationsOrder","unitSetID"
"683","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","integer","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sample Relationships table column order","2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","naNomenclature","NA","NA","NA","NA","Specifies the order of the columns in a Sample Relationships table.","sampleRelationshipsOrder","NA","header","tableSupport","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"684","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Requirement","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Specifies the columns required in a Sample Relationships table.","sampleRelationshipsRequired","NA","header","tableSupport","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"685","NA","NA","NA","NA","naAggrSet","NA","Change name, structure","results","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","naGroup","NA","NA","NA","NA","NA","Sample Report Table","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","The table that contains information about a sample, where a sample is defined as a representative volume of wastewater, air, or surface substance taken from a Site which is then analysed by a lab (organization).","samples","NA","header","table","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sa","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"686","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","integer","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Samples table column order","2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","naNomenclature","NA","NA","NA","NA","Specifies the order of the columns in a Samples table.","samplesOrder","NA","header","tableSupport","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"687","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Requirement","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Specifies the columns required in a Samples table.","samplesRequired","NA","header","tableSupport","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"688","NA","NA","NA","NA","naAggrSet","NA","description wording","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","colGrp","NA","NA","NA","NA","NA","Collection other depreciated","2.0","NA","100","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Description for other type of method not listed in collection. depreciated","sampleTypeOther","NA","NA","method","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","depreciated","NA","NA","naUnitSet"
"689","NA","NA","NA","NA","naAggrSet","shedCatSet","added in version 2","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","colGrp","NA","NA","NA","NA","NA","Sample shed","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A geographic area, physical space, or structure. A sample is taken from a sampleshed for a representative measurement of a substance(s).","sampleShed","Examples: Airplane, Long-term care home, Neighbourhood, University campus, Municipality","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sampleQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","6","mandatory","naSpecimenSet","active","NA","NA","naUnitSet"
"690","NA","NA","NA","see unit","naAggrSet","NA","added in version 2","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","sarsCov2","NA","NA","NA","NA","NA","SARS-CoV-2","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","http://purl.obolibrary.org/obo/NCIT_C169076","A group of measures/methods related to the SARS-CoV-2 virus.","sarsCov2","SARS-CoV-2 measures have the following classes: proteins, alleles, variants, mutations, diseases.","input","group","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"691","NA","NA","NA","NA","naAggrSet","NA","added in version 2","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sample specimen set","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A specimen set that inculdes only a sample specimen.","saSpecimenSet","NA","input","specimenSet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"692","NA","NA","NA","NA","naAggrSet","NA","added in version 2","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sparse coverage","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Sequencing shows sparse coverage, ie. numerical breadth of coverage shows as adequate but coverage plots reveal missing genome pieces.","sC","If there are multiple issues to flage, use the multiple issues flag and explain the details in the notes section.","NA","quality","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","seqQualitySet","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"693","NA","NA","NA","NA","naAggrSet","sampleMatCatSet","depreciated, used to be in site table.","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","NA","naDomain","1.0","colGrp","NA","NA","NA","NA","NA","Secondary Clarifier Effluent Depreciated","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Effluent obtained after secondary clarifiers.","sce","Deprecated in version 2, please do not use. Duplicate of the sampleMat categories - refer to those.","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","depreciated","NA","NA","naUnitSet"
"694","NA","NA","NA","NA","naAggrSet","NA","description wording, structure","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","colGrp","NA","NA","NA","NA","NA","School","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A school serving students in the kindergarten to 12th grade range","school","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"695","NA","NA","NA","NA","naAggrSet","sampleMatCatSet","depreciated, site material like this now captured in sample table","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","NA","naDomain","1.0","colGrp","NA","NA","NA","NA","NA","Secondary Clarifier Sludge Depreciated","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Sludge produced by secondary clarifiers.","scsDep","Deprecated in version 2, please do not use. Duplicate of the sampleMat categories - refer to those.","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","depreciated","NA","NA","naUnitSet"
"696","NA","NA","NA","quantAggScale","naAggrSet","NA","NA","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","naGroup","NA","NA","NA","NA","NA","Standard Deviation","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","Standard deviation.","sd","NA","NA","aggregation","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"697","NA","NA","NA","quantAggScale","naAggrSet","NA","NA","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","naGroup","NA","NA","NA","NA","NA","Normalized Standard Deviation","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","Standard deviation, normalized.","sdn","NA","NA","aggregation","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"698","NA","NA","NA","NA","naAggrSet","NA","description wording, structure. Maintained originl sample table entry from v1.","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","colGrp","NA","NA","NA","NA","NA","Sea, natural water body","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Sea, natural water body","sea","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"699","NA","NA","NA","NA","naAggrSet","NA","NA","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","colGrp","NA","NA","NA","NA","NA","Secondary clarifier effluent","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Effluent obtained after secondary clarifiers","sEfflu","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"700","NA","NA","NA","NA","naAggrSet","booleanSet","depreciated","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","boolean","naDomain","1.0","naGroup","NA","NA","NA","NA","NA","Access to self","2.0","NA","1","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","If this is 'no', this data will not be shown on the portal when this reporter logs in. If missing, data will be available to this reporter.","self","NA","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","depreciated","NA","NA","naUnitSet"
"701","header","9","optional","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","header","9","optional","header","13","optional","datetime","naDomain","1.0","naGroup","header","13","optional","NA","NA","Update Date - Last Edited","2.0","NA","30","NA","header","header","6","optional","27","optional","0","NA","naNomenclature","header","7","optional","NA","The date the entry was last updated.","lastEdited","Use lastEdited if an entry is updated. Leave lastEdited blank or 'NA' for the first entry. Updates can include additions or revisions of the entry for any reason. For example, a wastewater measure was repeated later with an improved method. You can revise the entry by updating the value and then adding the date the new measure was performed to 'lastEdited'.  To ensure data provenance, the best practice in this example is to generate a new entry with the same measureID as the original measureID. The original and new measures are kept in the database with a date in the 'lastEdited' field for the new entry but not the original one. Some databases may choose a delete-and-replace approach where the original entry is deleted and replaced by a new entry. In this approach, the `lastEdited` field indicates the delete and replace occurred.","NA","attribute","header","13","optional","header","header","10","optional","header","14","optional","header","7","NA","NA","header","4","optional","header","21","optional","NA","NA","NA","header","18","optional","naSpecimenSet","active","NA","NA","naUnitSet"
"702","NA","NA","NA","NA","naAggrSet","NA","NA","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","colGrp","NA","NA","NA","NA","NA","Septic tank wastewater","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Wastewater from within a septic tank","septage","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"703","NA","NA","NA","NA","naAggrSet","NA","description wording, structure","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","colGrp","NA","NA","NA","NA","NA","Septic tank","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Septic tank","septTnk","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"704","NA","NA","NA","NA","naAggrSet","NA","added in version 2","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sequencing Quality Set","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Quality set for sequencing measures","seqQualitySet","NA","input","qualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","seqQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"705","NA","NA","NA","see unit","naAggrSet","NA","added in version 2","results","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Results tables","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Tables used to record samples, measures and quality reports.","results","These tables are updated whenever a new sample is taken or a measure is reported. Quality reports are used to report quality assurance and quality control for samples and measures.","input","class","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"706","NA","NA","NA","NA","naAggrSet","sampleMatCatSet","depreciated, site material like this now captured in sample table","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","NA","naDomain","1.0","colGrp","NA","NA","NA","NA","NA","Sewer Sediments Depcreciated","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Sediments obtained in sewer.","seseDep","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","depreciated","NA","NA","naUnitSet"
"707","NA","NA","NA","NA","naAggrSet","NA","added in version 2","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Set ID","2.0","NA","28","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","The name of a value set.","setID","A set is a group of units, attributes, categories, specimens, or compartments that can be used for a measure, method or attribute.","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pK","1","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"708","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","lookup","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sets Look-up Table","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Look up table for all sets, managing how categorical inputs for various methods and attributes are grouped together.","sets","This table manages many-to-many relationships and category recycling within the ODM.","header","table","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","se","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
