"","changes","firstReleased","langID","partLabel","lastUpdated","partDesc","partID","partInstr","notes"
"1535","added in version 2","2.0","fra","Type de partie du spécimen","2.0","La substance sur laquelle l'observation a été faite.","specimen","Voir partID = specimentID",NA
"1536","added in version 2","2.0","fra","Indicateur de qualité","2.0","Un champ pour signaler un problème de qualité - ou son absence - pour un échantillon ou une mesure.","qualityFlag","Les types d'indicateurs de qualité varient selon le contexte ; veuillez consulter le QulaityFlagSet pour en avoir la confirmation.",NA
"1537","description wording","1.0","fra","Objectif de contrôle de l'efficacité de la récupération","2.0","rec_eff_spike_matrix","spikeMat","NA",NA
"1538","added in V2.0","2.0","fra","Ensemble de compartiments d’humain.","2.0","Un ensemble de compartiments pour les mesures et les méthodes dans le compartiment humain.","humanCompartmentSet","NA",NA
"1539","added in version 2","2.0","fra","Efficacité de la récupération de la matrice enrichie","2.0","Méthode spécifiant la cible de contrôle de l'efficacité de récupération. Elle correspond à l'ID de la méthode de la matrice enrichie.","spikeTarget","Devrait typiquement être indexé comme une étape procédant à l'étape spikeMaterial methodID.",NA
"1540","added in V2.0","2.0","fra","Compartiment non applicable","2.0","Compartiment non applicable.","naCompartmentSet","NA",NA
"1541","added in version 2","2.0","fra","Échantillon renversé","2.0","Le contenu de l'échantillon s'est déversé du récipient.","spill","NA",NA
"1542","NA","1.0","fra","Boues du décanteur secondaire","2.0","Boue provenant d'un décanteur secondaire.","sSludge","NA",NA
"1543","added in version 2","2.0","fra","refuge","2.0","Autre type d'hébergement des services sociaux","sss","NA",NA
"1544","description wording, structure","1.0","fra","Étang de stabilisation","2.0","Spécifie un type de site qui est un bassin conçu et construit pour le traitement des eaux usées afin de réduire le contenu organique et d'éliminer les agents pathogènes des eaux usées.","stabPnd","NA",NA
"1545","added in version 2","2.0","fra","Classe de concentration standard","2.0","Spécifie une collection de mesures/méthodes liées aux concentrations standard.","standardConc","NA",NA
"1546","added in version 2","2.0","fra","Code postal ou zip","2.0","Le code postal ou zip code pour une adresse donnée, spécifiant une zone géographique spécifique.","pCode","NA",NA
"1547","added in V2.0","2.0","fra","Ordre des colonnes du tableau des organisations","2.0","Spécifie l'ordre des colonnes dans une table Organisations.","organizationsOrder","NA",NA
"1548","added in version 2","2.0","fra","Ensemble d'unités de concentration standard","2.0","Ensemble d'unités pour les mesures de concentration.","stdConcentrationUnitSet","NA",NA
"1549","NA","1.0","fra","Température de stockage de l'échantillon en degrés Celsius","2.0","Température à laquelle l'échantillon est stocké en Celsius.","sTemp","NA",NA
"1550","added in version 2","2.0","fra","ID de l'étape de la méthode","2.0","L'identifiant unique pour une étape de méthode spécifique.","stepID","Les étapes de la méthode sont les éléments constitutifs d'un ensemble de méthodes plus vaste, ces dernières étant liées à des rapports de mesure spécifiques.",NA
"1551","added in version 2","2.0","fra","Index de l'étape de la méthode","2.0","Spécifie l'index d'une étape de méthode dans un ensemble de méthodes, c'est-à-dire l'ordre des étapes dans un ensemble.","stepIDObj","NA",NA
"1552","added in version 2","2.0","fra","ID parentale de l'étape de la méthode","2.0","Une étape de méthode qui a servi de base à une autre étape de méthode. Cela peut être dû à des changements de version, ou à la référence à un ensemble de méthodes qui a été adapté par la suite.","stepProvenanceID","NA",NA
"1553","description wording, structure","1.0","fra","Version de l’étape de la méthode","2.0","Spécifie la version de l'étape de la méthode.","stepVer","Version de la méthode d'analyse. Un versionnement de type sémantique est recommandé.",NA
"1554","depreciated","1.0","fra","température de stockage de l'échantillion","2.0","Tempéraure de stockage par défaut quand un nouvel échantillon est créé pour ce site. Se référer é la colonne ""storageTempC"" dans la table ""Sample""","storTempDef","NA",NA
"1555","added in version 2","2.0","fra","Temps de stockage","2.0","Durée pendant laquelle un échantillon a été stocké.","stoTim","NA",NA
"1556","added in version 2","2.0","fra","Sous-variante ou lignée","2.0","Unité utilisée pour signaler une lignée génétique spécifique, ou pour préciser qu'une variante signalée est une sous-variante d'une autre.","subvar","A utiliser en combinaison avec un ID de mesure de variante pour spécifier la filiation ; ex : measureID = Omicron, valeur = BA.2, unité = subvar",NA
"1557","description wording, structure","1.0","fra","Résumé","2.0","Bréve description de la méthode d'analyse et de comment celle-ci différe d'autres méthodes.","summ","NA",NA
"1558","added in version 2","2.0","fra","Ensoleillé","2.0","CatSetégorie qualitative pour la mesure météorologique, spécifiant une journée claire et ensoleillée.","sunny","NA",NA
"1559","added in version 2","2.0","fra","Autre surface","2.0","Surface autre que le sol ou le bureau.","surface","Voir aussi les catégories pour le sol et le bureau.",NA
"1560","added in version 2","2.0","fra","Ensemble de compartiments de surface","2.0","Un ensemble de compartiments pour les mesures et les méthodes dans le compartiment de la surface.","surfaceCompartmentSet","NA",NA
"1561","added in version 2","2.0","fra","Ensemble de compartiments d’eau et de surface.","2.0","Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments de la surface ou de l'eau.","surfaceWaterCompartmentSet","NA",NA
"1562","added in version 2","2.0","fra","Écouvillon de surface","2.0","Écouvillon de surface.","surfSw","NA",NA
"1563","description wording, structure","1.0","fra","Camion à eaux usées","2.0","Camion de vidange.","swgTrck","NA",NA
"1564","Name Change (from Polygon Type)","1.0","fra","Zone de captage d'un réseau d'égout","2.0","Zone de captage d'un réseau d'égout","swrCatSet","NA",NA
"1565","NA","1.0","fra","Sédiment d’égout","2.0","Sédiments provenant des égouts.","swrSed","NA",NA
"1566","added in version 2","2.0","fra","Échantillon synthétique","2.0","Spécifie un échantillon synthétique, ou dérivé artificiellement.","synthetic","NA",NA
"1567","added in version 2","2.0","fra","Gène cible de la variante delta t19r","2.0","Gène cible t19r de la variante delta.","t19r","NA",NA
"1568","added in version 2","2.0","fra","Gène cible de la variante delta t3646a","2.0","Gène cible t3646a de la variante delta.","t3646a","NA",NA
"1569","added in version 2","2.0","fra","Gène cible de la variante omicron t547k","2.0","Gène cible t547k de la variante omicron.","t547k ","NA",NA
"1570","added in version 2","2.0","fra","Gène cible de la variante omicron t9i","2.0","Gène cible t9i de la variante omicron.","t9i ","NA",NA
"1571","added in version 2","2.0","fra","Type de partie de tables","2.0","Le type de partie pour les tables, qui stockent les enregistrements de mesures, de méthodes et d'attributs pour faciliter la création de rapports.","table","Un exemple de table est `site`, une collection d'attributs tels que le nom et l'adresse du site pour décrire l'endroit où les échantillons environnementaux sont prélevés. PHES-ODM dispose de tables de rapport, mais les utilisateurs peuvent également créer leurs propres tables.",NA
"1572","added in version 2","2.0","fra","Ensemble de compartiments d’eau","2.0","Un ensemble de compartiments pour les mesures et les méthodes dans le compartiment eau.","waterCompartmentSet","NA",NA
"1573","added in version 2","2.0","fra","Gène cible de SRAS-CoV-2 TaqPath N","2.0","Gène cible TaqPath N de SRAS-CoV-2.","taqpatN","NA",NA
"1574","added in version 2","2.0","fra","Gène cible de SRAS-CoV-2 TaqPath S","2.0","Gène cible TaqPath N de SRAS-CoV-2.","taqpatS","NA",NA
"1575","description wording, structure","1.0","fra","Température d'eau","2.0","la température de l'échantillon au moment oé la mesure est prise, souvent é son arrivée au laboratoire.","temp","NA",NA
"1576","added in version 2","2.0","fra","Classe de température.","2.0","Spécifie un ensemble de mesures/méthodes liées à la température.","tempClass","NA",NA
"1577","added in version 2","2.0","fra","Ensemble d'unités de température","2.0","Ensemble d'unités pour les mesures de température.","temperatureUnitSet","NA",NA
"1578","added in version 2","2.0","fra","Volume de la matrice d'acide nucléique","2.0","Le volume de la matrice d'ADN ou d'ARN utilisée pour la PCR.","tempVol","NA",NA
"1579","depreciated","1.0","fra","Date du test","2.0","Date à laquelle le test de COVID-19 a été effectué.","tesDate","NA",NA
"1580","now a unit for any group or biologic infection","1.0","fra","Nombre de tests effectués","2.0","Nombre de tests effectués.","test","NA",NA
"1581","added in version 2","2.0","fra","Tests","2.0","Une mesure ou un échantillon prélevé pour tester une nouvelle méthode. Ces mesures sont généralement utilisées à l'intérieur du laboratoire et ne sont pas communiquées aux partenaires extérieurs.","testing","NA",NA
"1582","added in V2.0","2.0","fra","Tout ensembles de spécimens","2.0","Un ensemble de spécimens qui comprend n'importe quel spécimen.","anySpecimenSet","NA",NA
"1583","added in version 2","2.0","fra","Trousse d'isolation d'acide nucléique de thermo magmax microbiome ultra","2.0","Extraction des acides nucléiques réalisée à l'aide de la trousse d'isolation des acides nucléiques thermo magmax microbiome ultra.","thermMag","NA",NA
"1584","Removed time period. Use collection period (collectPer) = 24 for 24hr sample","1.0","fra","Echantillon proportionnel au temps","2.0","Un échantillon composite proportionnel au débit prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.","timePr","NA",NA
"1585","added in version 2","2.0","fra","Azote total Kjeldahl","2.0","Mesure de l'azote total de Kjeldahl, c'est-à-dire la somme de l'azote lié aux substances organiques, de l'azote sous forme d'ammoniac (NH3-N) et d'ammonium (NH4+-N) dans l'analyse chimique du sol, de l'eau ou des eaux usées.","tkn","NA",NA
"1586","description wording, structure","1.0","fra","Azote total","2.0","Azote total, exprimé en N","tn","NA",NA
"1587","depreciated","1.0","fra","Echantillon 24 heures proportionnel au temps","2.0","Un échantillon composite proportionnel au temps prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.","tp24s","NA",NA
"1588","added in V2.0","2.0","fra","Exigences relatives à la table des organisations","2.0","Spécifie les colonnes requises dans une table Organisations.","organizationsRequired","NA",NA
"1589","added in version 2","2.0","fra","Trizol, billes magnétiques zymo avec nettoyeur et concentrateur zymo","2.0","Extraction d'acides nucléiques réalisée à l'aide de la méthode trizol, billes zymo mag w/ zymo clean and concentrator.","trizol","NA",NA
"1590","description wording, structure","1.0","fra","Solides Totaux","2.0","Solides totaux","ts","NA",NA
"1591","description wording, structure","1.0","fra","Matières en Suspension","2.0","Matiéres en suspension","tss","NA",NA
"1592","description wording, structure","1.0","fra","Concentration des matières en suspension","2.0","Matiéres en suspension","tssConc","NA",NA
"1593","github issue #122","1.0","fra","Tubidité","2.0","Mesure de la turbidité de l'eau ou d'un échantillon liquide, quantifiant la clarté ou l'opacité relative d'un liquide. Très révélateur de la qualité de l'eau.","turb","NA",NA
"1594","added in version 2","2.0","fra","Ensemble d'unités de turbidité","2.0","Ensemble d'unités pour les mesures de turbidité.","turbidityUnitSet","NA",NA
"1595","depreciated","1.0","fra","Type autre","2.0","Description d'un autre type d'échantillon non répertorié.","tyOtDep","NA",NA
"1596","depreciated","1.0","fra","Autre type","2.0","Description du site d'échantillonnage dans le cas oé un type adéquat n'est pas disponible.","tyOtDep2","NA",NA
"1597","added in version 1.1","1.1","fra","Campus universitaire","2.0","Campus universitaire.","uCampus","NA",NA
"1598","added in version 2","2.0","fra","UJ","2.0","Le cycle de quantification observé est supérieur à la valeur d'interception de la courbe standard spécifique à l'expérience, mais des preuves d'une amplification claire étaient présentes (c'est-à-dire un signal "" trace "" observé) ; la valeur rapportée est basée sur l'extrapolation de la courbe standard dans la région non linéaire.","UJ","NA",NA
"1599","added in version 2","1.0","fra","Non disséminé","2.0","Une valeur a été enregistrée, cependant elle n'a pas été incluse dans l'ensemble de données.","undisc","Indicateur de valeur manquante pour les données qui n'ont pas été partagées ou divulguées à des parties extérieures.",NA
